source,target
j-AdamJatowt,277-0872
j-AdamJatowt,11-6389
j-AdamJatowt,212-2092
j-AdamJatowt,28-2613
j-AdamJatowt,35-1787
j-AdamJatowt,78-2949-3
j-AdamJatowt,331-0963
j-AdamJatowt,265-2414
j-AdamJatowt,233-3653
j-AdamJatowt,27-1664-1
j-AdamJatowt,292-3034
j-AdamJatowt,38-2963-1
j-AdamJatowt,123-6906
j-AdamJatowt,150-5181
j-AdamJatowt,j-AlipioMarioJorge
j-AdamJatowt,49-1043
j-AdamJatowt,57-1548-2
j-AdamJatowt,48-441
j-AdamJatowt,58-3217
j-AdamJatowt,76-8613
j-AdamJatowt,218-0107
j-AdamJatowt,125-8189-23
j-AdamJatowt,14-1395
j-AdamJatowt,265-6339
j-AdamJatowt,334-0494
j-AdamJatowt,298-8409
j-AdamJatowt,357-1341
j-AdamJatowt,342-6367
j-AdamJatowt,202-1290
j-AdamJatowt,99-111
j-AdamJatowt,50-7001
j-AdamJatowt,213-8428
j-AdamJatowt,16-905
j-AdamJatowt,86-1691
j-AdamJatowt,20-2617
j-AdamJatowt,89-3678
j-AdamJatowt,314-5795
j-AdamJatowt,55-541
j-AdamJatowt,02-943
j-AdamJatowt,138-3081
j-AdamJatowt,342-1254
j-AdamJatowt,35-1144
j-AdamJatowt,158-1990
j-AdamJatowt,94-7622
j-AdamJatowt,81-193
j-AdamJatowt,63-1390
j-AdamJatowt,97-7061
j-AdamJatowt,61-5271
j-AdamJatowt,27-109
j-AdamJatowt,229-9231
j-AdamJatowt,96-8781
j-AdamJatowt,92-8851
j-AdamJatowt,229-9247
j-AdamJatowt,l-SJLynden
j-AdamJatowt,61-3463
j-AdamJatowt,140-3852
j-AdamJatowt,304-9996
j-AdamJatowt,354-1490
j-AdamJatowt,354-5809
j-AdamJatowt,95-494-3
j-AdamJatowt,52-2825
j-AdamJatowt,58-3467-1
j-AdamJatowt,46-5262
j-AdamJatowt,295-9767
j-AdamJatowt,01-923
j-AdamJatowt,m-TristanMiller
j-AdamJatowt,371-7706
j-AdamJatowt,308-2464
j-AdamJatowt,68-4195
j-AdamJatowt,318-7390
j-AdamJatowt,340-4018
j-AdamJatowt,04-4844
j-AdamJatowt,53-4885
j-AdamJatowt,i-MIshizuka
j-AdamJatowt,286-1255
j-AdamJatowt,319-9562
j-AdamJatowt,274-0908
j-AdamJatowt,76-1820
j-AdamJatowt,155-0475
j-AdamJatowt,05-764
j-AdamJatowt,76-6170
j-AdamJatowt,27-7017
j-AdamJatowt,358-7803
j-AdamJatowt,213-1217
j-AdamJatowt,135-9176-1
j-AdamJatowt,244-8377
j-AdamJatowt,95-4452
j-AdamJatowt,00-2937
j-AdamJatowt,21-5658
j-AdamJatowt,266-0895
j-AdamJatowt,182-1916
j-AdamJatowt,168-4496
j-AdamJatowt,186-6867
j-AdamJatowt,137-7811
j-AdamJatowt,07-7446
j-AdamJatowt,292-9447
j-AdamJatowt,06-362
j-AdamJatowt,15-684
j-AdamJatowt,47-6626
j-AdamJatowt,11-3002
j-AdamJatowt,22-6142
j-AdamJatowt,41-5739
j-AdamJatowt,34-1932
j-AdamJatowt,362-8092
j-AdamJatowt,356-7885
j-AdamJatowt,71-4474
j-AdamJatowt,21-5534
j-AdamJatowt,138-9876
j-AdamJatowt,226-5376
j-AdamJatowt,11-2423
j-AdamJatowt,50-7423
j-AdamJatowt,c-GCabanac
j-AdamJatowt,58-2715
j-AdamJatowt,06-5387
j-AdamJatowt,f-IngoFrommholz
j-AdamJatowt,208-4100
j-AdamJatowt,59-561
j-AdamJatowt,83-2005
j-AdamJatowt,309-6441
j-AdamJatowt,359-4365
j-AdamJatowt,82-8078
j-AdamJatowt,249-8382
j-AdamJatowt,87-5980
j-AdamJatowt,309-5539
j-AdamJatowt,33-1554
j-AdamJatowt,14-7537
j-AdamJatowt,40-5637
j-AdamJatowt,88-85
j-AdamJatowt,42-5410
j-AdamJatowt,12-1364
j-AdamJatowt,50-916
j-AdamJatowt,18-3917
j-AdamJatowt,z-JianweiZhang2
j-AdamJatowt,50-1648
j-AdamJatowt,74-916
j-AdamJatowt,244-8192
j-AdamJatowt,206-4517
j-AdamJatowt,81-7513
j-AdamJatowt,229-9262
j-AdamJatowt,273-7469
j-AdamJatowt,57-3892
j-AdamJatowt,218-0721
j-AdamJatowt,43-2784
j-AdamJatowt,41-5305-1
j-AdamJatowt,00-4883
j-AdamJatowt,84-3254-1
j-AdamJatowt,194-4245
j-AdamJatowt,371-7386
j-AdamJatowt,98-5660
j-AdamJatowt,167-9604
j-AdamJatowt,43-8664
j-AdamJatowt,210-3183
j-AdamJatowt,266-8292
j-AdamJatowt,181-0564
j-AdamJatowt,358-3156
j-AdamJatowt,88-7522
j-AdamJatowt,40-3309
j-AdamJatowt,193-4224
j-AdamJatowt,358-9947
j-AdamJatowt,m-CCMarshall
j-AdamJatowt,292-5367
j-AdamJatowt,82-4116
j-AdamJatowt,319-1006
j-AdamJatowt,319-2194
j-AdamJatowt,28-441-1
j-AdamJatowt,36-6885
j-AdamJatowt,292-5535
j-AdamJatowt,132-3057
j-AdamJatowt,81-6031
j-AdamJatowt,c-CarlosCastillo1
j-AdamJatowt,g-ZoltanGyongyi
j-AdamJatowt,245-1859
j-AdamJatowt,171-5645
j-AdamJatowt,84-4575
j-AdamJatowt,02-2649
j-AdamJatowt,262-6430
j-AdamJatowt,151-2098
j-AdamJatowt,162-9086
j-AdamJatowt,354-7275
j-AdamJatowt,354-9637
j-AdamJatowt,15-10220
j-AdamJatowt,79-2280
j-AdamJatowt,03-9444
j-AdamJatowt,128-3105
j-AdamJatowt,58-4968
j-AdamJatowt,11-3590
j-AdamJatowt,17-9088
j-AdamJatowt,204-0112
j-AdamJatowt,162-8023
j-AdamJatowt,238-6373
j-AdamJatowt,336-4219
j-AdamJatowt,220-2460
j-AdamJatowt,40-7762
j-AdamJatowt,63-1600
j-AdamJatowt,49-4655
j-AdamJatowt,27-8885
j-AdamJatowt,61-3906
j-AdamJatowt,245-2618
j-AdamJatowt,162-7521
j-AdamJatowt,77-4366
j-AdamJatowt,70-3309
j-AdamJatowt,l-EePengLim
j-AdamJatowt,27-71
j-AdamJatowt,206-7913
j-AdamJatowt,88-1561
j-AdamJatowt,39-2049
j-AdamJatowt,f-SchubertFoo
j-AdamJatowt,25-10400
j-AdamJatowt,175-5482
j-AdamJatowt,222-6441
j-AdamJatowt,222-1228
j-AdamJatowt,81-4768
j-AdamJatowt,221-2910
j-AdamJatowt,302-5467
j-AdamJatowt,55-3697
j-AdamJatowt,228-7964
j-AdamJatowt,27-11208
j-AdamJatowt,11-1423
j-AdamJatowt,38-6013
j-AdamJatowt,39-1760
j-AdamJatowt,87-7289
j-AdamJatowt,13-5012
j-AdamJatowt,25-1907
j-AdamJatowt,321-1242
j-AdamJatowt,m-AtsuyukiMorishima
j-AdamJatowt,29-7062
j-AdamJatowt,86-4590
j-AdamJatowt,81-947
j-AdamJatowt,193-4217
j-AdamJatowt,276-7000
j-AdamJatowt,02-7062
j-AdamJatowt,342-8744
j-AdamJatowt,20-7966
j-AdamJatowt,356-5166
j-AdamJatowt,120-7617
j-AdamJatowt,49-6766
j-AdamJatowt,238-6310
j-AdamJatowt,342-8733
j-AdamJatowt,331-1059
j-AdamJatowt,372-0324
j-AdamJatowt,372-0751
j-AdamJatowt,79-5133
j-AdamJatowt,80-3547
j-AdamJatowt,57-3385
j-AdamJatowt,08-5070
j-AdamJatowt,251-3750
j-AdamJatowt,90-4693
j-AdamJatowt,24-8037-1
29-5889,b-SSBhowmick
11-4619,b-SSBhowmick
11-4619,88-2433
148-7274,40-2808
148-7274,56-6651
83-5930,74-9877
83-5930,17-2778
44-3648,b-SSBhowmick
44-3648,y-MasatoshiYoshikawa
44-3648,y-JXuYu
44-3648,o-BengChinOoi
44-3648,83-5342-6
44-3648,s-DiveshSrivastava
44-3648,w-JRWen
44-3648,o-MTamerOzsu
44-3648,c-LeiChen0002
44-3648,z-XiaofangZhou
44-3648,62-2450
44-3648,l-SangWonLee
44-3648,g-SGhandeharizadeh
44-3648,08-6809-1
44-3648,r-DRafiei
44-3648,38-4395
44-3648,46-1330
44-3648,172-5536
44-3648,80-6889
44-3648,17-2778
44-3648,204-3779
30-3795,84-2154
30-3795,40-2161
30-3795,174-0021
30-3795,75-6588-3
30-3795,82-4089
30-3795,02-7933
83-5350,y-MasatoshiYoshikawa
83-5350,21-1048-2
83-5350,38-4395
83-5350,46-1330
83-5350,75-6588-3
83-5350,07-1751
83-5350,98-7136
64-5725-8,t-PeterTriantafillou
64-5725-8,75-6588-3
129-9499,y-MasatoshiYoshikawa
69-5902-16,11-1466
38-8987,11-1466
38-8987,77-4933
99-3777-1,11-1466
24-9923,k-MasaruKitsuregawa
24-9923,11-1466
24-9923,z-AoyingZhou
24-9923,55-3364
43-5146,y-JXuYu
43-5146,k-MasaruKitsuregawa
43-5146,11-1466
168-6216,y-MasatoshiYoshikawa
277-0872,b-SSBhowmick
11-6389,b-SSBhowmick
11-6389,19-2405-1
11-6389,69-6680
11-6389,37-3868
11-6389,88-1081
212-2092,b-SSBhowmick
28-2613,b-SSBhowmick
35-1787,b-SSBhowmick
35-1787,127-0779
78-2949-3,83-5342-6
78-2949-3,38-4395
78-2949-3,46-1330
78-2949-3,75-6588-3
27-1664-1,41-7272
38-2963-1,b-SSBhowmick
38-2963-1,y-MasatoshiYoshikawa
38-2963-1,07-1751
38-2963-1,124-6911
j-AlipioMarioJorge,63-5512
j-AlipioMarioJorge,124-6911
57-1548-2,38-4395
57-1548-2,17-2778
48-441,z-AoyingZhou
58-3217,83-9923
58-3217,88-2433
14-1395,86-1747
14-1395,80-2732
14-1395,06-3456-1
14-1395,66-974
14-1395,w-YangWang15
202-1290,b-SSBhowmick
202-1290,y-MasatoshiYoshikawa
202-1290,76-1820-20
202-1290,75-6588-3
99-111,y-MasatoshiYoshikawa
50-7001,y-MasatoshiYoshikawa
86-1691,b-SSBhowmick
86-1691,y-MasatoshiYoshikawa
86-1691,s-RalfSchenkel
86-1691,t-MartinTheobald
86-1691,m-JosianeMothe
138-3081,75-6588-3
342-1254,75-6588-3
35-1144,34-5936
35-1144,s-CyrusShahabi
35-1144,25-7045-11
35-1144,g-DimitriosGunopulos
35-1144,w-RaymondChiWingWong
35-1144,j-ChristianSJensen
35-1144,c-PKChrysanthis
35-1144,r-MatthiasRenz
35-1144,94-5893
35-1144,a-WGAref
35-1144,05-8073-1
35-1144,80-6521
35-1144,39-3530-1
35-1144,19-4428
35-1144,66-974
35-1144,76-1820-20
35-1144,95-9990
35-1144,75-6588-3
35-1144,z-DemetriosZeinalipourYazti
35-1144,89-2619
35-1144,77-1703
35-1144,18-2478
35-1144,t-YannisTheodoridis
94-7622,46-1330
81-193,40-2808
l-SJLynden,p-NWPaton
l-SJLynden,a-TAmagasa
l-SJLynden,76-1820-20
l-SJLynden,75-6588-3
l-SJLynden,77-1703
61-3463,y-MasatoshiYoshikawa
61-3463,a-TAmagasa
61-3463,76-1820-20
61-3463,75-6588-3
140-3852,y-MasatoshiYoshikawa
140-3852,181-2689-1
140-3852,w-JRWen
140-3852,178-8590
95-494-3,40-2808
58-3467-1,y-MasatoshiYoshikawa
58-3467-1,181-2689-1
58-3467-1,x-JianliangXu
58-3467-1,w-RaymondChiWingWong
46-5262,75-6588-3
01-923,118-3677
m-TristanMiller,118-3677
371-7706,118-3677
308-2464,118-3677
68-4195,118-3677
04-4844,17-2778
286-1255,m-AnimeshMukherjee
319-9562,a-TAmagasa
76-1820,50-3402-1
76-1820,l-ALabrinidis
76-1820,61-3234
76-1820,181-2688-2
76-1820,66-974
76-1820,77-1703
76-1820,20-2039-18
05-764,a-KarlAberer
76-6170,a-KarlAberer
76-6170,p-ANPapadopoulos
76-6170,67-6415
27-7017,b-SSBhowmick
27-7017,l-HuiLi5
27-7017,y-MasatoshiYoshikawa
27-7017,j-ChristianSJensen
27-7017,97-919-1
27-7017,z-AoyingZhou
27-7017,77-377-2
27-7017,55-5031
213-1217,76-1820-20
213-1217,77-1703
135-9176-1,c-ShuChingChen
135-9176-1,76-1820-20
244-8377,76-1820-20
95-4452,81-940
95-4452,06-3456-1
95-4452,76-1820-20
95-4452,133-1954
00-2937,57-4384-1
00-2937,c-ShuChingChen
00-2937,k-MasaruKitsuregawa
00-2937,08-6809-1
00-2937,76-1820-20
21-5658,c-ShuChingChen
21-5658,08-6809-1
21-5658,76-1820-20
168-4496,i-ZacharyGIves
168-4496,84-2644
168-4496,35-6569
168-4496,33-3180
168-4496,55-5031
168-4496,175-1473
07-7446,38-4395
292-9447,y-MasatoshiYoshikawa
15-684,y-MasatoshiYoshikawa
11-3002,50-5895
71-4474,29-5841
71-4474,41-7272
71-4474,g-ManishGupta1
71-4474,m-PabitraMitra
71-4474,61-3197
71-4474,72-36
71-4474,96-3834
71-4474,127-0162
71-4474,96-8522
71-4474,31-11538
11-2423,j-BjornTorJonsson1
11-2423,46-968
11-2423,07-1751
50-7423,b-FBonchi
c-GCabanac,c-MaxChevalier
58-2715,c-IFCruz
58-2715,91-6078
06-5387,50-5895
06-5387,b-ChristianBizer
f-IngoFrommholz,83-5342-6
f-IngoFrommholz,f-EdwardAFox
f-IngoFrommholz,21-1048-2
f-IngoFrommholz,07-1751
f-IngoFrommholz,87-6573
83-2005,b-FBonchi
83-2005,06-3456-1
83-2005,63-3664
82-8078,181-2689-1
249-8382,181-2689-1
309-5539,y-MasatoshiYoshikawa
14-7537,y-MasatoshiYoshikawa
14-7537,83-5342-6
14-7537,c-GVCormack
14-7537,m-JosianeMothe
14-7537,38-4395
14-7537,46-1330
14-7537,87-6573
14-7537,17-2778
40-5637,48-1707
40-5637,94-10440
88-85,83-5342-6
88-85,38-4395
88-85,46-1330
88-85,17-2778
42-5410,o-BengChinOoi
42-5410,74-9877
42-5410,l-SangWonLee
42-5410,38-4395
42-5410,172-5536
42-5410,17-2778
12-1364,17-2778
50-916,17-2778
18-3917,y-MasatoshiYoshikawa
18-3917,17-2778
z-JianweiZhang2,17-2778
50-1648,17-2778
74-916,17-2778
81-7513,b-SSBhowmick
229-9262,y-MasatoshiYoshikawa
57-3892,12-2633-6
00-4883,21-1694
84-3254-1,181-2689-1
84-3254-1,o-BengChinOoi
84-3254-1,84-2644
84-3254-1,a-GustavoAlonso
84-3254-1,35-7092-59
84-3254-1,69-339-1
84-3254-1,37-3868
84-3254-1,c-WeiChen1
194-4245,p-JianPei
194-4245,o-BengChinOoi
194-4245,84-2644
194-4245,69-339-1
194-4245,64-3041
194-4245,51-394-1
98-5660,49-6363
98-5660,61-3234
98-5660,51-1742
98-5660,64-3041
98-5660,49-1457-2
98-5660,178-8590
98-5660,48-1294-7
167-9604,84-2644
167-9604,01-5394-1
167-9604,48-1707
40-3309,17-2778
c-CarlosCastillo1,t-VincentSMTseng
c-CarlosCastillo1,g-AristidesGionis
c-CarlosCastillo1,b-FBonchi
c-CarlosCastillo1,97-5147
c-CarlosCastillo1,w-GerhardWeikum
c-CarlosCastillo1,a-KarlAberer
c-CarlosCastillo1,117-4298
c-CarlosCastillo1,57-10514
c-CarlosCastillo1,07-1181
c-CarlosCastillo1,80-3560
c-CarlosCastillo1,61-5238
c-CarlosCastillo1,42-5855
c-CarlosCastillo1,52-9457
c-CarlosCastillo1,71-5578
c-CarlosCastillo1,82-4089
c-CarlosCastillo1,80-2320
g-ZoltanGyongyi,k-GeorgiaKoutrika
245-1859,b-SSBhowmick
02-2649,88-2433
02-2649,40-2808
02-2649,46-1330
151-2098,b-SrikantaJBedathur
151-2098,41-7272
151-2098,06-900-1
151-2098,48-2626-1
151-2098,11-7631
151-2098,34-5594
162-9086,p-NeoklisPolyzotis
162-9086,s-JuliaStoyanovich
15-10220,y-MasatoshiYoshikawa
15-10220,51-1742
15-10220,08-6809-1
15-10220,76-1820-20
15-10220,75-6588-3
15-10220,04-10606
15-10220,77-1703
79-2280,o-BengChinOoi
79-2280,w-JRWen
79-2280,s-JuliaStoyanovich
79-2280,m-TovaMilo
79-2280,131-4047
79-2280,96-361-8
79-2280,20-3883
79-2280,25-2228
128-3105,11-1466
58-4968,55-9613
11-3590,75-5002
11-3590,131-9628
11-3590,76-322
11-3590,46-8779
11-3590,91-6078
204-0112,b-SSBhowmick
204-0112,33-3180
204-0112,127-6172-1
204-0112,256-9091
204-0112,152-8201
63-1600,k-MasaruKitsuregawa
63-1600,46-8779
49-4655,03-4045
27-8885,c-ShuChingChen
27-8885,99-2497
27-8885,124-6911
245-2618,a-KarlAberer
77-4366,86-1747
l-EePengLim,b-SSBhowmick
l-EePengLim,t-VincentSMTseng
l-EePengLim,y-JXuYu
l-EePengLim,x-JianliangXu
l-EePengLim,14-716
l-EePengLim,68-6119
l-EePengLim,f-EdwardAFox
l-EePengLim,52-8700
l-EePengLim,x-HuiXiong
l-EePengLim,w-RaymondChiWingWong
l-EePengLim,w-KeWang
l-EePengLim,s-ShashiShekhar
l-EePengLim,j-ChristianSJensen
l-EePengLim,k-VanaKalogeraki
l-EePengLim,23-2460
l-EePengLim,77-1985
l-EePengLim,13-4420
l-EePengLim,z-XiaofangZhou
l-EePengLim,70-6862
l-EePengLim,52-9457
l-EePengLim,l-FeifeiLi
l-EePengLim,z-AoyingZhou
l-EePengLim,48-1707
l-EePengLim,89-6013
l-EePengLim,38-8845
l-EePengLim,85-318
l-EePengLim,92-2820
l-EePengLim,85-5637-1
l-EePengLim,80-2320
l-EePengLim,25-9994
27-71,50-5895
27-71,f-EdwardAFox
27-71,28-10108
88-1561,f-EdwardAFox
88-1561,98-7136
39-2049,f-EdwardAFox
f-SchubertFoo,f-EdwardAFox
f-SchubertFoo,98-7136
222-1228,b-SSBhowmick
55-3697,29-3483
55-3697,w-WeiWang
55-3697,01-5394-1
55-3697,s-AnnaCinziaSquicciarini
55-3697,23-3743
55-3697,172-0874
11-1423,w-HaixunWang
11-1423,90-514-1
87-7289,a-DivyakantAgrawal
87-7289,a-AmrElAbbadi
13-5012,03-505
13-5012,a-DivyakantAgrawal
13-5012,49-6363
13-5012,o-BengChinOoi
13-5012,s-DiveshSrivastava
13-5012,t-AnthonyKHTung
13-5012,89-6013
13-5012,k-NickKoudas
13-5012,j-HVJagadish
25-1907,o-BengChinOoi
25-1907,l-SangWonLee
25-1907,38-4395
25-1907,67-6415
25-1907,172-5536
m-AtsuyukiMorishima,a-DivyakantAgrawal
m-AtsuyukiMorishima,o-BengChinOoi
m-AtsuyukiMorishima,57-10514
m-AtsuyukiMorishima,07-1181
m-AtsuyukiMorishima,a-AmrElAbbadi
m-AtsuyukiMorishima,p-PaoloPapotti
m-AtsuyukiMorishima,s-DanSuciu
m-AtsuyukiMorishima,77-4620
m-AtsuyukiMorishima,60-2319
m-AtsuyukiMorishima,13-4420
m-AtsuyukiMorishima,c-LeiChen0002
m-AtsuyukiMorishima,t-WangChiewTan
m-AtsuyukiMorishima,k-MasaruKitsuregawa
m-AtsuyukiMorishima,14-3692
m-AtsuyukiMorishima,a-TAmagasa
m-AtsuyukiMorishima,82-4089
m-AtsuyukiMorishima,12-225
m-AtsuyukiMorishima,47-179
m-AtsuyukiMorishima,y-JunYang1
276-7000,52-6987
276-7000,139-2312
02-7062,b-SrikantaJBedathur
02-7062,s-RalfSchenkel
02-7062,w-GerhardWeikum
02-7062,71-9649
02-7062,96-7128
331-1059,54-3265
57-3385,s-CyrusShahabi
57-3385,37-3868
57-3385,75-6588-3
57-3385,w-YangWang15
90-4693,80-2651
90-4693,00-1996
90-4693,152-4895
90-4693,124-6911
90-4693,69-157-1
24-8037-1,124-6911
b-SSBhowmick,78-5155
b-SSBhowmick,64-1081
b-SSBhowmick,266-6127
b-SSBhowmick,86-1825
b-SSBhowmick,90-8494
b-SSBhowmick,46-3527
b-SSBhowmick,15-5754
b-SSBhowmick,m-SanjayKumarMadria
b-SSBhowmick,10-5879
b-SSBhowmick,14-331
b-SSBhowmick,09-4381-1
b-SSBhowmick,03-1759
b-SSBhowmick,04-2804
b-SSBhowmick,92-5626
b-SSBhowmick,n-WeeKeongNg
b-SSBhowmick,k-VijayKumar-2
b-SSBhowmick,80-9436
b-SSBhowmick,99-11145
b-SSBhowmick,62-2712
b-SSBhowmick,348-7745
b-SSBhowmick,204-0164
b-SSBhowmick,86-489
b-SSBhowmick,94-11104
b-SSBhowmick,266-6093
b-SSBhowmick,52-6744
b-SSBhowmick,163-1803
b-SSBhowmick,325-9645
b-SSBhowmick,190-7756
b-SSBhowmick,00-1740
b-SSBhowmick,48-925
b-SSBhowmick,k-YahikoKambayashi
b-SSBhowmick,43-1941
b-SSBhowmick,188-7975
b-SSBhowmick,c-XiaofengChen1
b-SSBhowmick,51-711
b-SSBhowmick,00-7808
b-SSBhowmick,56-1449
b-SSBhowmick,21-456
b-SSBhowmick,29-2305
b-SSBhowmick,144-3286
b-SSBhowmick,64-2155
b-SSBhowmick,192-4763
b-SSBhowmick,l-HuiLi6
b-SSBhowmick,78-2996
b-SSBhowmick,77-2307-2
b-SSBhowmick,17-1557
b-SSBhowmick,159-9419-1
b-SSBhowmick,24-4470
b-SSBhowmick,82-10559
b-SSBhowmick,j-HasanMJamil
b-SSBhowmick,17-1237-6
b-SSBhowmick,247-9049-1
b-SSBhowmick,n-WolfgangNejdl
b-SSBhowmick,13-6922
b-SSBhowmick,13-1589
b-SSBhowmick,g-LeGruenwald
b-SSBhowmick,27-4985
b-SSBhowmick,146-4125
b-SSBhowmick,21-3626-89
b-SSBhowmick,94-190-2
b-SSBhowmick,44-3983
b-SSBhowmick,36-5673
b-SSBhowmick,87-5324
b-SSBhowmick,171-2836
b-SSBhowmick,134-1902
b-SSBhowmick,178-3086
b-SSBhowmick,l-ErwinLeonardi
b-SSBhowmick,40-106
b-SSBhowmick,82-3706
b-SSBhowmick,181-5852
b-SSBhowmick,51-4563
b-SSBhowmick,181-5722
b-SSBhowmick,181-5794
b-SSBhowmick,36-8119
b-SSBhowmick,163-4002
b-SSBhowmick,26-15
b-SSBhowmick,99-6121
b-SSBhowmick,l-MongLiLee
b-SSBhowmick,144-3234
b-SSBhowmick,t-BernhardThalheim
b-SSBhowmick,44-5381
b-SSBhowmick,w-RolandWagner
b-SSBhowmick,19-6834
b-SSBhowmick,24-6166
b-SSBhowmick,78-2885
b-SSBhowmick,88-2827
b-SSBhowmick,a-SihemAmerYahia
b-SSBhowmick,c-BarbaraCatania
b-SSBhowmick,20-5348
b-SSBhowmick,00-2669
b-SSBhowmick,d-JeromeDarmont
b-SSBhowmick,08-7992
b-SSBhowmick,24-8510
b-SSBhowmick,30-4308
b-SSBhowmick,224-6467
b-SSBhowmick,314-0273
b-SSBhowmick,142-8998
b-SSBhowmick,28-5654
b-SSBhowmick,v-GVargas-Solar
b-SSBhowmick,36-8142
b-SSBhowmick,26-8398
b-SSBhowmick,s-SWSadiq
b-SSBhowmick,43-5676
b-SSBhowmick,124-2281
b-SSBhowmick,t-BMThuraisingham
b-SSBhowmick,55-3465
b-SSBhowmick,204-3387
b-SSBhowmick,94-4260
b-SSBhowmick,47-2026-7
b-SSBhowmick,48-4122
b-SSBhowmick,276-5019
b-SSBhowmick,121-4164
b-SSBhowmick,15-5025
b-SSBhowmick,44-9582
b-SSBhowmick,44-3669
b-SSBhowmick,06-3230-1
b-SSBhowmick,25-4706
b-SSBhowmick,l-TieYanLiu
b-SSBhowmick,m-WYMa
b-SSBhowmick,195-5521
b-SSBhowmick,68-1980
b-SSBhowmick,10-1708
b-SSBhowmick,05-2952
b-SSBhowmick,93-6765-15
b-SSBhowmick,34-188
b-SSBhowmick,26-8765
b-SSBhowmick,194-4774
b-SSBhowmick,17-6239
b-SSBhowmick,266-5948
b-SSBhowmick,45-2879
b-SSBhowmick,266-5820
b-SSBhowmick,38-8165
b-SSBhowmick,150-2372
b-SSBhowmick,12-6604-1
b-SSBhowmick,147-1237
b-SSBhowmick,30-3420
b-SSBhowmick,78-6217
b-SSBhowmick,92-9436
b-SSBhowmick,66-3387
b-SSBhowmick,234-4910
b-SSBhowmick,47-1018
b-SSBhowmick,169-1777
b-SSBhowmick,304-1117
b-SSBhowmick,62-2078
b-SSBhowmick,266-6078
b-SSBhowmick,62-999
b-SSBhowmick,328-5974
b-SSBhowmick,271-2564
b-SSBhowmick,328-6132
b-SSBhowmick,b-BKBhargava
b-SSBhowmick,00-4516
b-SSBhowmick,220-4194
b-SSBhowmick,32-5536
b-SSBhowmick,220-3991
b-SSBhowmick,32-5712
b-SSBhowmick,09-4945
b-SSBhowmick,97-6505-1
b-SSBhowmick,68-11104
b-SSBhowmick,163-4032
b-SSBhowmick,97-1199
b-SSBhowmick,81-10590
b-SSBhowmick,220-7336
b-SSBhowmick,80-2500
b-SSBhowmick,43-489
b-SSBhowmick,188-9082
b-SSBhowmick,95-6812
b-SSBhowmick,222-6290
b-SSBhowmick,131-4083
b-SSBhowmick,147-1205
b-SSBhowmick,71-7028
b-SSBhowmick,328-6645
b-SSBhowmick,43-56
b-SSBhowmick,246-6286
b-SSBhowmick,35-10575
b-SSBhowmick,14-4924
b-SSBhowmick,29-5622
b-SSBhowmick,11-1394-20
b-SSBhowmick,41-10453
b-SSBhowmick,59-10452
b-SSBhowmick,51-590
b-SSBhowmick,30-2478-6
b-SSBhowmick,16-6480
b-SSBhowmick,350-5758
b-SSBhowmick,350-5922
b-SSBhowmick,h-StevenCHHoi
b-SSBhowmick,l-MichaelRLyu
b-SSBhowmick,92-1623
b-SSBhowmick,m-ChunyanMiao
b-SSBhowmick,09-7537
b-SSBhowmick,48-7992
b-SSBhowmick,360-1084
b-SSBhowmick,360-0551
b-SSBhowmick,54-6868
b-SSBhowmick,131-3629
b-SSBhowmick,163-3995
b-SSBhowmick,155-6942
b-SSBhowmick,c-SChakravarthy
b-SSBhowmick,87-3363
b-SSBhowmick,84-5048
b-SSBhowmick,28-5742
b-SSBhowmick,49-3847
b-SSBhowmick,99-7992
b-SSBhowmick,11-2195
b-SSBhowmick,64-424
78-5155,l-HuiLi5
78-5155,t-VincentSMTseng
78-5155,55-5690
78-5155,68-6119
78-5155,w-JRWen
78-5155,52-8700
78-5155,97-919-1
78-5155,23-2460
78-5155,d-CEDyreson
78-5155,33-3180
78-5155,52-9457
78-5155,97-3036
78-5155,02-146
78-5155,48-1707
78-5155,21-1048-2
78-5155,73-3928-1
78-5155,l-JianxinLi
78-5155,169-1390
78-5155,07-1560
78-5155,33-1903
78-5155,127-6172-1
78-5155,58-10813
78-5155,173-2707
78-5155,80-2320
78-5155,152-8201
64-1081,14-716
64-1081,72-4662
64-1081,30-9823
266-6127,x-JianliangXu
266-6127,07-1560
266-6127,98-5766-1
86-1825,x-JianliangXu
86-1825,07-668-2
86-1825,181-9099
86-1825,l-LinXuemin
86-1825,90-5236-1
86-1825,80-2732
86-1825,h-BingshengHe
86-1825,166-7652
86-1825,38-4996
86-1825,07-1560
90-8494,x-JianliangXu
90-8494,84-2644
90-8494,h-BingshengHe
90-8494,07-1560
90-8494,98-5766-1
90-8494,32-6122
90-8494,25-7045-12
m-SanjayKumarMadria,s-CyrusShahabi
m-SanjayKumarMadria,14-716
m-SanjayKumarMadria,70-6404
m-SanjayKumarMadria,p-EPitoura
m-SanjayKumarMadria,j-ChristianSJensen
m-SanjayKumarMadria,k-MasaruKitsuregawa
m-SanjayKumarMadria,40-2808
m-SanjayKumarMadria,z-DemetriosZeinalipourYazti
09-4381-1,w-WeiWang9
n-WeeKeongNg,b-ElisaBertino
n-WeeKeongNg,y-JXuYu
n-WeeKeongNg,68-6119
n-WeeKeongNg,82-4386
n-WeeKeongNg,w-JRWen
n-WeeKeongNg,k-MasaruKitsuregawa
n-WeeKeongNg,l-FeifeiLi
n-WeeKeongNg,h-BingshengHe
